iteration,candidate_total_value,candidate_total_weight
1663,18904,2541
1664,18270,2170
1665,21177,2374
1666,11908,2493
1667,20984,2450
1668,14567,2416
1669,19246,2521
1670,22210,2442
1671,22210,2442
1672,20448,2123
1673,20272,2402
1674,21354,2371
1675,15330,1991
1676,15857,2500
1677,17001,2446
1678,19602,2517
1679,8456,2193
1680,18070,2260
1681,19254,2307
1682,21461,2507
1683,17418,2509
1684,22752,2533
1685,17348,2402
1686,21157,2461
1687,21809,2481
1688,21982,2512
1689,18552,2296
1690,18027,2371
1691,19953,2133
1692,17724,2259
1693,13704,2543
1694,17349,2512
1695,21850,2511
1696,22111,2487
1697,20220,2304
1698,17925,2241
1699,13585,2510
1700,21774,2352
1701,18322,2141
1702,19521,2204
1703,20067,2237
1704,17302,2534
1705,16481,2525
1706,19729,2495
1707,22009,2508
1708,22254,2529
1709,21765,2444
1710,17359,2387
1711,20330,2530
1712,22752,2533
1713,18530,2522
1714,12472,2542
1715,21821,2481
1716,20595,2484
1717,21066,2263
1718,18610,2179
1719,13737,2474
1720,17759,2516
1721,22616,2354
1722,18760,2471
1723,12420,1866
1724,22752,2533
1725,16251,2213
1726,17073,2511
1727,21907,2506
1728,21760,2235
1729,18025,2470
1730,18843,2439
1731,17120,2351
1732,18580,2188
1733,19372,2445
1734,19728,2534
1735,19619,2435
1736,22650,2517
1737,13455,2477
1738,13984,2531
1739,21841,2514
1740,21952,2443
1741,14539,2434
1742,18781,2152
1743,16795,2529
1744,13458,2374
1745,18703,2373
1746,20268,2314
1747,18826,2535
1748,22266,2499
1749,22624,2518
1750,19038,2510
1751,17027,2431
1752,20062,2209
1753,20042,2204
1754,21120,2208
1755,18788,2287
1756,12448,2387
1757,22947,2538
1758,22025,2524
1759,22177,2517
1760,21511,2449
1761,22947,2538
1762,17618,2290
1763,17000,2392
1764,15089,2486
1765,19377,2523
1766,21760,2527
1767,19360,2497
1768,22947,2538
1769,21691,2308
1770,22088,2464
1771,14070,2483
1772,22177,2528
1773,17323,1855
1774,19827,2518
1775,19981,2532
1776,13076,2516
1777,18379,2485
1778,15748,2420
1779,22128,2528
1780,13596,2415
1781,19686,2445
1782,20300,2141
1783,13847,1779
1784,17842,2179
1785,16170,2508
1786,18860,2515
1787,19656,2442
1788,18372,2450
1789,19553,2303
1790,14815,1838
1791,15163,1640
1792,15359,2298
1793,16408,2437
1794,20979,2486
1795,20377,2259
1796,15627,2520
1797,14015,2372
1798,19777,2227
1799,19621,2133
1800,14267,2423
1801,17771,2283
1802,18107,2526
1803,21640,2517
1804,17145,2142
1805,15239,2539
1806,21395,2381
1807,21395,2541
1808,19785,2538
1809,15685,2405
1810,21432,2464
1811,15237,2447
1812,22384,2536
1813,22630,2528
1814,16124,2484
1815,18978,2526
1816,18098,2396
1817,21925,2534
1818,16627,1926
1819,19380,2496
1820,11668,2426
1821,22665,2530
1822,20137,2496
1823,14583,2528
1824,22223,2509
1825,22039,2441
1826,22004,2486
1827,20563,2508
1828,14476,1908
1829,22088,2464
1830,22223,2462
1831,16884,2283
1832,22345,2193
1833,18732,2529
1834,16196,2448
1835,19389,2361
1836,16860,2519
1837,13806,2427
1838,14429,2490
1839,18717,2508
1840,14721,2543
1841,21965,2458
1842,13062,2516
1843,14683,2347
1844,15309,2542
1845,16843,2419
1846,20387,2533
1847,17330,2003
1848,18197,2534
1849,21865,2497
1850,14382,2426
1851,19293,2508
1852,19099,2389
1853,20803,2540
1854,20793,2247
1855,19111,2537
1856,22947,2538
1857,21227,2541
1858,20671,2389
1859,20280,2313
1860,18366,2542
1861,22664,2519
1862,20750,2229
1863,17020,2076
1864,19503,2455
1865,16789,2315
1866,19025,2492
1867,19770,2500
1868,20063,2296
1869,20037,2326
1870,13979,2498
1871,20329,2502
1872,16507,2489
1873,22589,2501
1874,20941,2494
1875,22277,2441
1876,21676,2529
1877,21979,2501
1878,13147,2444
1879,18788,2501
1880,22058,2510
1881,18701,2250
1882,17584,2478
1883,17666,2113
1884,17552,2493
1885,19909,2530
1886,16364,2488
1887,22752,2533
1888,18806,2539
1889,16358,2446
1890,14775,2125
1891,17340,2485
1892,22016,2486
1893,22819,2523
1894,18844,2447
1895,19895,2486
1896,22016,2468
1897,18843,2194
1898,15006,2506
1899,14757,2536
1900,22280,2416
1901,17080,2470
1902,22066,2455
1903,19973,2414
1904,15949,1722
1905,22947,2538
1906,22223,2509
1907,18818,2277
1908,19262,2296
1909,14429,2341
1910,15103,2534
1911,21432,2523
1912,20813,2517
1913,19804,2534
1914,17124,2507
1915,15182,2376
1916,19415,2504
1917,18425,2513
1918,17245,2019
1919,21955,2421
1920,21686,2145
1921,18293,2471
1922,19373,2487
1923,17632,2490
1924,22075,2518
1925,15305,2500
1926,19483,2382
1927,22147,2448
1928,18490,2503
1929,21566,2501
1930,19343,2257
1931,20098,2476
1932,15457,2520
1933,18129,2378
1934,18884,2260
1935,21177,2445
1936,22407,2382
1937,14711,2481
1938,17104,2502
1939,22160,2526
1940,18772,2509
1941,15485,2540
1942,22039,2441
1943,12591,2349
1944,16180,2243
1945,22177,2528
1946,21358,2470
1947,22665,2530
1948,17698,2000
1949,20630,2511
1950,19180,2514
1951,18761,2537
1952,22247,2466
1953,21949,2357
1954,17984,2188
1955,17058,2182
1956,13821,2467
1957,16550,1930
1958,17460,2402
1959,22646,2486
1960,21995,2474
1961,15851,2246
1962,21158,2469
1963,17730,2531
1964,20844,2488
1965,20460,2486
1966,15165,2476
1967,18708,2537
1968,18899,2528
1969,21998,2408
1970,20677,2355
1971,22280,2416
1972,19063,2537
1973,20957,2506
1974,20648,2382
1975,21807,2400
1976,21868,2508
1977,16896,2508
1978,19036,2436
1979,18257,2539
1980,15496,2528
1981,22947,2538
1982,22947,2538
1983,15218,2506
1984,18620,2269
1985,17044,2537
1986,19772,2506
1987,14786,2500
1988,20615,2329
1989,19772,2418
1990,16010,2540
1991,21166,2532
1992,20805,2472
1993,22827,2528
1994,18161,2477
1995,18884,2303
1996,18479,2540
1997,22309,2439
1998,18593,2371
1999,21720,2467
2000,11141,2422
2001,11957,2507
2002,20777,2474
2003,18288,2473
2004,13391,2450
2005,12964,2508
2006,20092,2528
2007,21993,2512
2008,15804,2541
2009,20297,2536
2010,16674,2432
2011,18353,2520
2012,15628,2456
2013,16865,2501
2014,19852,2520
2015,17391,2536
2016,16685,2528
2017,21551,2514
2018,16139,2246
2019,17453,2490
2020,19245,2490
2021,15580,2386
2022,20699,2402
2023,20798,2481
2024,13497,2528
2025,16953,2458
2026,16613,2351
2027,21494,2517
2028,19724,2282
2029,14675,2024
2030,11197,2537
2031,17117,2123
2032,13583,2538
2033,21629,2418
2034,18206,2470
2035,12996,2488
2036,15098,2259
2037,14948,2503
2038,19029,2518
2039,20446,2338
2040,18802,2413
2041,18238,2410
2042,21359,2445
2043,22163,2536
2044,21467,2489
2045,18740,2460
2046,19634,2516
2047,19373,2337
2048,21971,2091
2049,22795,2495
2050,17303,2521
2051,13654,2421
2052,20638,2536
2053,18148,2068
2054,18828,2533
2055,20073,2491
2056,21229,2454
2057,18690,2357
2058,19273,2300
2059,21412,2511
2060,18998,2470
2061,21955,2240
2062,20489,2533
2063,15600,2457
2064,18093,2492
2065,21962,2523
2066,21736,2469
2067,20613,2510
2068,18305,2466
2069,19632,2363
2070,22036,2519
2071,16238,2465
2072,20364,2496
2073,19273,2227
2074,20810,2529
2075,21283,2474
2076,20863,2392
2077,20887,2542
2078,22824,2477
2079,13083,2318
2080,20589,2425
2081,13180,2525
2082,18135,2421
2083,18762,2312
2084,22091,2467
2085,20399,2199
2086,13329,2542
2087,21720,2380
2088,20328,2393
2089,18574,2259
2090,16206,2536
2091,22947,2538
2092,18815,2452
2093,14796,2417
2094,13762,2411
2095,16848,2215
2096,17934,2537
2097,21105,2449
2098,22819,2523
2099,22180,2326
2100,19789,2540
2101,22378,2508
2102,18941,2459
2103,18657,2256
2104,19958,2500
2105,22452,2517
2106,21410,2399
2107,20985,2542
2108,12423,2409
2109,21658,2512
2110,22947,2538
2111,20179,2536
2112,19661,2271
2113,21055,2539
2114,19759,2420
2115,22947,2538
2116,18761,2537
2117,18659,2296
2118,15738,2482
2119,22262,2151
2120,19053,2540
2121,22394,2446
2122,16915,2537
2123,19965,2537
2124,18595,2535
2125,17546,1675
2126,22947,2538
2127,14097,2369
2128,19338,2485
2129,17614,1943
2130,15385,2499
2131,15817,2309
2132,17704,2236
2133,13705,2515
2134,22306,2492
2135,16362,2378
2136,19695,2447
2137,17326,2535
2138,13820,2235
2139,22247,2466
2140,16457,1997
2141,19881,2540
2142,17783,2120
2143,18365,2461
2144,18726,2382
2145,17981,2095
2146,17410,2481
2147,18349,2453
2148,19204,2497
2149,21529,2522
2150,20004,2423
2151,22703,2513
2152,19911,2194
2153,15514,2400
2154,15750,2376
2155,17171,2422
2156,17799,2437
2157,20986,2364
2158,13588,2517
2159,16474,2321
2160,18676,2387
2161,22088,2464
2162,18869,2399
2163,22131,2521
2164,20091,2224
2165,21950,2339
2166,17462,2117
2167,21564,2514
2168,20232,2242
2169,22947,2538
2170,14359,2532
2171,22947,2538
2172,14418,2121
2173,14861,2154
2174,17785,2454
2175,18372,2484
2176,14199,2530
2177,14797,1962
2178,16547,1888
2179,17957,2318
2180,20516,2306
2181,19138,2543
2182,20713,2323
2183,19749,2492
2184,16054,1741
2185,20106,2528
2186,18278,2122
2187,16630,1803
2188,21635,2484
2189,21661,2543
2190,13980,1884
2191,16234,2478
2192,22947,2538
2193,14578,2321
2194,19693,2309
2195,22280,2416
2196,19750,2501
2197,18072,2390
2198,16273,1904
2199,13765,1846
2200,21463,2464
2201,18957,2516
2202,18588,2097
2203,17261,1893
2204,19198,2426
2205,20375,2438
2206,20522,2492
2207,20118,2345
2208,18177,2516
2209,18757,2509
2210,19231,2513
2211,22405,2494
2212,19305,2530
2213,16898,2541
2214,19751,2290
2215,16007,2540
2216,21780,2414
2217,22795,2508
2218,21995,2474
2219,20791,2255
2220,22947,2538
2221,18225,2471
2222,16437,1963
2223,15892,2430
2224,17940,2349
2225,19771,2515
2226,19102,2368
2227,21993,2512
2228,21321,2475
2229,18571,2529
2230,20487,2356
2231,16002,2517
2232,17760,2214
2233,17582,2527
2234,14882,1824
2235,16080,2440
2236,22147,2448
2237,18117,2533
2238,20735,2489
2239,17431,1997
2240,19860,2502
2241,22203,2372
2242,20074,2355
2243,21113,2524
2244,15867,2298
2245,21971,2091
2246,21734,2363
2247,20025,2421
2248,21414,2535
2249,21105,2449
2250,15819,2393
2251,16518,2519
2252,12107,2535
2253,21417,2403
2254,20737,2508
2255,22091,2467
2256,19538,2476
2257,21186,2291
2258,14166,2373
2259,15986,2448
2260,15662,2149
2261,18615,2251
2262,19473,2501
2263,21133,2527
2264,16938,2236
2265,14936,2337
2266,21587,2312
2267,22452,2334
2268,10986,2482
2269,19938,2529
2270,17915,2428
2271,18283,2279
2272,16505,2459
2273,21869,2075
2274,20543,2325
2275,16161,2346
2276,19395,2530
2277,18098,2215
2278,18886,2364
2279,15068,2308
2280,19051,2538
2281,18169,2528
2282,21967,2526
2283,18208,2535
2284,17582,2540
2285,20244,2319
2286,15614,2510
2287,19029,2542
2288,13157,1917
2289,22947,2538
2290,14046,2534
2291,20450,2471
2292,17007,2536
2293,15476,2521
2294,22058,2510
2295,14306,1657
2296,20748,2315
2297,16487,2540
2298,14514,2280
2299,22398,2301
2300,21518,2512
2301,17405,2506
2302,20775,2484
2303,20934,2427
2304,13749,2466
2305,18654,2538
2306,17448,1915
2307,20012,2109
2308,20119,2245
2309,18633,2056
2310,17681,2278
2311,17237,2506
2312,18842,2229
2313,17682,2005
2314,18452,2363
2315,13690,2374
2316,17575,2393
2317,14236,2519
2318,20673,2500
2319,22039,2441
2320,17761,2541
2321,22280,2416
2322,22665,2530
2323,22039,2441
2324,21024,2170
2325,22665,2530
2326,21979,2526
2327,15740,2492
2328,21159,2407
2329,20455,2078
2330,21949,2357
2331,14565,2421
2332,18506,2246
2333,18788,2493
2334,17609,2314
2335,18143,2144
2336,15364,1947
2337,17312,2497
2338,15416,2522
2339,14637,1871
2340,19789,2510
2341,20830,2465
2342,17515,2539
2343,18409,2507
2344,19639,2525
2345,22649,2229
2346,19538,2519
2347,20920,2359
2348,22947,2538
2349,15724,2274
2350,19783,2448
2351,22947,2538
2352,21019,2287
2353,14473,2112
2354,19326,2151
2355,14096,2422
2356,15101,2488
2357,22088,2528
2358,15554,2454
2359,22223,2509
2360,16208,2536
2361,18511,2270
2362,19288,2475
2363,18569,2540
2364,15164,2492
2365,18102,1942
2366,22257,2512
2367,21523,2529
2368,22349,2444
2369,19372,2290
2370,19476,2336
2371,17968,2149
2372,15546,1706
2373,21157,2511
2374,15103,2229
2375,21507,2487
2376,22468,2519
2377,21454,2137
2378,21410,2352
2379,15939,1741
2380,21033,2438
2381,21806,2520
2382,16516,1881
2383,17587,2493
2384,16506,2479
2385,18187,2237
2386,17832,2115
2387,14924,2499
2388,15304,2483
2389,14141,2465
2390,11200,2285
2391,15521,2409
2392,22280,2416
2393,21956,2525
2394,18057,2524
2395,13155,2501
2396,15439,2368
2397,21993,2512
2398,21949,2357
2399,21205,2326
2400,12340,2474
2401,17914,1827
2402,18393,2526
2403,19828,2410
2404,22242,2539
2405,21350,2533
2406,17576,2511
2407,18532,2460
2408,19137,2500
2409,16451,1905
2410,22723,2477
2411,11946,2128
2412,17941,2426
2413,20924,2326
2414,17231,2528
2415,20361,2532
2416,18700,2204
2417,12252,2531
2418,22056,2538
2419,15473,2459
2420,21234,2476
2421,17666,2100
2422,14288,2389
2423,15829,2487
2424,20793,2502
2425,21811,2483
2426,18475,2517
2427,21510,2395
2428,22947,2538
2429,17425,2475
2430,14546,2300
2431,18215,2239
2432,21893,2459
2433,20387,2384
2434,21558,2276
2435,22295,2541
2436,22378,2508
2437,18819,2462
2438,17094,2493
2439,22147,2448
2440,22103,2539
2441,15347,2540
2442,19816,2419
2443,21955,2240
2444,15977,2437
2445,20274,2243
2446,16710,2056
2447,17059,2276
2448,21986,2381
2449,21660,2321
2450,17624,2256
2451,15743,2329
2452,18696,2539
2453,18610,2217
2454,19084,2507
2455,18129,2539
2456,23113,2542
2457,19711,2481
2458,17962,2462
2459,19662,2356
2460,16134,2440
2461,14462,2491
2462,19376,2471
2463,16549,2183
2464,19862,2510
2465,15696,2484
2466,20615,2397
2467,18565,2181
2468,19951,2501
2469,22145,2528
2470,14665,1755
2471,13157,2383
2472,13711,2531
2473,16584,1963
2474,23113,2542
2475,13448,2539
2476,20038,2436
2477,17158,2110
2478,22559,2468
2479,22183,2506
2480,17978,2441
2481,21489,2471
2482,20352,2116
2483,20973,2277
2484,21783,2480
2485,21147,2472
2486,19036,2173
2487,23113,2542
2488,20584,2458
2489,19719,2423
2490,22170,2490
2491,19967,2526
2492,21385,2434
2493,20986,2366
2494,17414,2515
2495,22030,2388
2496,20450,2542
2497,20392,2307
2498,20596,2528
2499,21585,2519
2500,21989,2504
2501,16131,2472
2502,22228,2204
2503,22205,2445
2504,22801,2481
2505,14671,2424
2506,22349,2444
2507,14111,2501
2508,15377,2540
2509,19279,2540
2510,21445,2496
2511,15265,2502
2512,20952,2381
2513,21061,2522
2514,22161,2478
2515,15983,2483
2516,18120,2081
2517,19868,2489
2518,21093,2490
2519,17116,2534
2520,17734,2539
2521,18827,2214
2522,20182,2524
2523,20402,2454
2524,22002,2421
2525,11446,2518
2526,19817,2504
2527,15310,2517
2528,19494,2450
2529,21256,2452
2530,14158,2538
2531,15931,2521
2532,20711,2399
2533,22182,2472
2534,22571,2451
2535,14977,2536
2536,16695,2516
2537,20041,2522
2538,12639,2106
2539,19679,2316
2540,18596,2404
2541,16708,2127
2542,22161,2478
2543,22918,2537
2544,19963,2265
2545,18675,2065
2546,13437,1798
2547,18541,2091
2548,13236,2537
2549,21640,2381
2550,23113,2542
2551,15322,2535
2552,16665,2536
2553,21060,2328
2554,20961,2438
2555,21454,2520
2556,15529,1995
2557,23079,2515
2558,18844,2145
2559,15716,2520
2560,21248,2462
2561,22571,2498
2562,22014,2540
2563,19797,2483
2564,21372,2451
2565,19882,2479
2566,21520,2210
2567,14938,2408
2568,18352,2536
2569,17031,2535
2570,22121,2244
2571,11085,2490
2572,16500,2379
2573,22170,2490
2574,18825,2526
2575,18611,2461
2576,18735,2539
2577,18341,2460
2578,14969,2490
2579,22416,2529
2580,14356,2527
2581,18520,2119
2582,17603,2270
2583,22521,2427
2584,11352,2431
2585,18799,2339
2586,22159,2516
2587,21976,2509
2588,22370,2480
2589,22985,2527
2590,19978,2228
2591,17353,2396
2592,14971,2492
2593,22008,2368
2594,18365,2485
2595,16071,2030
2596,19057,2534
2597,21544,2408
2598,18574,2524
2599,14991,2364
2600,20214,2385
2601,21307,2472
2602,22182,2490
2603,22343,2532
2604,20468,2468
2605,18939,2525
2606,16684,2496
2607,13093,2349
2608,16884,2434
2609,22182,2490
2610,23113,2542
2611,20505,2447
2612,15017,2411
2613,17554,2290
2614,22028,2515
2615,19573,2211
2616,18866,2524
2617,17952,2527
2618,18406,2181
2619,22558,2451
2620,22202,2523
2621,23113,2542
2622,22658,2366
2623,17680,2526
2624,21199,2411
2625,17579,2509
2626,20703,2542
2627,17345,2489
2628,15988,2540
2629,17593,2371
2630,11629,2509
2631,14194,2504
2632,18477,2334
2633,18637,2166
2634,22105,2426
2635,17986,2384
2636,21633,2493
2637,15849,2531
2638,21774,2491
2639,18993,2409
2640,17756,2525
2641,17506,2492
2642,22571,2451
2643,17753,1967
2644,14752,2535
2645,19277,2469
2646,18933,2488
2647,13827,2537
2648,12862,2503
2649,21066,2457
2650,22497,2543
2651,20828,2478
2652,18168,2440
2653,18251,1953
2654,17834,2477
2655,15653,2349
2656,22159,2516
2657,17101,2512
2658,19879,2149
2659,17408,2535
2660,19241,2501
2661,13256,2455
2662,22990,2538
2663,17336,2538
2664,16392,2466
2665,19344,2541
2666,21387,2423
2667,21613,2537
2668,13766,2511
2669,19209,2490
2670,22681,2486
2671,15614,2484
2672,21019,2489
2673,22782,2388
2674,17698,2500
2675,19509,2542
2676,20830,2468
2677,15107,2523
2678,17758,2541
2679,22985,2527
2680,17461,2458
2681,16984,2500
2682,22571,2498
2683,17663,2237
2684,19568,2215
2685,20180,2475
2686,22170,2490
2687,16797,2536
2688,20454,2452
2689,19362,2506
2690,21503,2368
2691,19741,2494
2692,15640,2535
2693,22544,2512
2694,23459,2491
2695,22735,2511
2696,23109,2505
2697,21387,2450
2698,20417,2520
2699,23036,2300
2700,19808,2476
2701,21726,2541
2702,23585,2507
2703,22365,2432
2704,20964,2498
2705,22232,2503
2706,14672,2491
2707,22917,2539
2708,18401,2024
2709,23029,2517
2710,18683,2488
2711,18621,2541
2712,18628,2533
2713,22728,2507
2714,19785,2147
2715,16088,2468
2716,23467,2347
2717,14476,2527
2718,18552,2035
2719,23838,2540
2720,22350,2413
2721,23323,2276
2722,21011,2453
2723,21029,2189
2724,18079,2496
2725,21201,2478
2726,16675,2266
2727,18407,2528
2728,15618,2355
2729,17600,2541
2730,16250,2497
2731,23585,2507
2732,20301,2500
2733,14171,2541
2734,15438,1788
2735,22840,2359
2736,20281,2259
2737,15929,2537
2738,18849,2523
2739,14857,2371
2740,21005,2408
2741,23171,2418
2742,20067,2512
2743,23712,2524
2744,16244,2542
2745,23010,2518
2746,22979,2530
2747,22946,2427
2748,20155,2517
2749,21871,2500
2750,16287,1946
2751,22236,2473
2752,23838,2540
2753,22171,2459
2754,19722,2146
2755,20465,2542
2756,22849,2450
2757,17404,2501
2758,15428,2446
2759,22895,2488
2760,18485,2512
2761,23265,2516
2762,17855,2469
2763,22895,2488
